Rate Date,Currency,Rate Year,Rate Month,Buying Rate,Central Rate,Selling Rate
05/05/2016,US DOLLAR,2016,May,196,196.5,197
05/04/2016,US DOLLAR,2016,May,196,196.5,197
05/03/2016,US DOLLAR,2016,May,196,196.5,197
4/29/2016,US DOLLAR,2016,April,196,196.5,197
4/28/2016,US DOLLAR,2016,April,196,196.5,197
4/27/2016,US DOLLAR,2016,April,196,196.5,197
4/26/2016,US DOLLAR,2016,April,196,196.5,197
4/25/2016,US DOLLAR,2016,April,196,196.5,197
4/22/2016,US DOLLAR,2016,April,196,196.5,197
4/21/2016,US DOLLAR,2016,April,196,196.5,197
4/20/2016,US DOLLAR,2016,April,196,196.5,197
4/19/2016,US DOLLAR,2016,April,196,196.5,197
4/18/2016,US DOLLAR,2016,April,196,196.5,197
4/15/2016,US DOLLAR,2016,April,196,196.5,197
4/14/2016,US DOLLAR,2016,April,196,196.5,197
4/13/2016,US DOLLAR,2016,April,196,196.5,197
04/12/2016,US DOLLAR,2016,April,196,196.5,197
04/11/2016,US DOLLAR,2016,April,196,196.5,197
04/08/2016,US DOLLAR,2016,April,196,196.5,197
04/07/2016,US DOLLAR,2016,April,196,196.5,197
04/06/2016,US DOLLAR,2016,April,196,196.5,197
04/05/2016,US DOLLAR,2016,April,196,196.5,197
04/04/2016,US DOLLAR,2016,April,196,196.5,197
04/01/2016,US DOLLAR,2016,April,196,196.5,197
3/31/2016,US DOLLAR,2016,March,196,196.5,197
3/30/2016,US DOLLAR,2016,March,196,196.5,197
3/29/2016,US DOLLAR,2016,March,196,196.5,197
3/24/2016,US DOLLAR,2016,March,196,196.5,197
3/23/2016,US DOLLAR,2016,March,196,196.5,197
3/22/2016,US DOLLAR,2016,March,196,196.5,197
3/21/2016,US DOLLAR,2016,March,196,196.5,197
3/18/2016,US DOLLAR,2016,March,196,196.5,197
3/17/2016,US DOLLAR,2016,March,196,196.5,197
3/16/2016,US DOLLAR,2016,March,196,196.5,197
3/15/2016,US DOLLAR,2016,March,196,196.5,197
3/14/2016,US DOLLAR,2016,March,196,196.5,197
03/11/2016,US DOLLAR,2016,March,196,196.5,197
03/10/2016,US DOLLAR,2016,March,196,196.5,197
03/09/2016,US DOLLAR,2016,March,196,196.5,197
03/08/2016,US DOLLAR,2016,March,196,196.5,197
03/07/2016,US DOLLAR,2016,March,196,196.5,197
03/04/2016,US DOLLAR,2016,March,196,196.5,197
03/03/2016,US DOLLAR,2016,March,196,196.5,197
03/02/2016,US DOLLAR,2016,March,196,196.5,197
03/01/2016,US DOLLAR,2016,March,196,196.5,197
2/29/2016,US DOLLAR,2016,February,196,196.5,197
2/26/2016,US DOLLAR,2016,February,196,196.5,197
2/25/2016,US DOLLAR,2016,February,196,196.5,197
2/24/2016,US DOLLAR,2016,February,196,196.5,197
2/23/2016,US DOLLAR,2016,February,196,196.5,197
2/22/2016,US DOLLAR,2016,February,196,196.5,197
2/19/2016,US DOLLAR,2016,February,196,196.5,197
2/18/2016,US DOLLAR,2016,February,196,196.5,197
2/17/2016,US DOLLAR,2016,February,196,196.5,197
2/16/2016,US DOLLAR,2016,February,196,196.5,197
2/15/2016,US DOLLAR,2016,February,196,196.5,197
02/12/2016,US DOLLAR,2016,February,196,196.5,197
02/11/2016,US DOLLAR,2016,February,196,196.5,197
02/10/2016,US DOLLAR,2016,February,196,196.5,197
02/09/2016,US DOLLAR,2016,February,196,196.5,197
02/08/2016,US DOLLAR,2016,February,196,196.5,197
02/05/2016,US DOLLAR,2016,February,196,196.5,197
02/04/2016,US DOLLAR,2016,February,196,196.5,197
02/03/2016,US DOLLAR,2016,February,196,196.5,197
02/02/2016,US DOLLAR,2016,February,196,196.5,197
02/01/2016,US DOLLAR,2016,February,196,196.5,197
1/29/2016,US DOLLAR,2016,January,196,196.5,197
1/28/2016,US DOLLAR,2016,January,196,196.5,197
1/27/2016,US DOLLAR,2016,January,196,196.5,197
1/26/2016,US DOLLAR,2016,January,196,196.5,197
1/25/2016,US DOLLAR,2016,January,196,197.5,197
1/22/2016,US DOLLAR,2016,January,196,196.5,197
1/21/2016,US DOLLAR,2016,January,196,196.5,197
1/20/2016,US DOLLAR,2016,January,196,196.5,197
1/19/2016,US DOLLAR,2016,January,196,196.5,197
1/18/2016,US DOLLAR,2016,January,196,196.5,197
1/15/2016,US DOLLAR,2015,January,196,196.5,197
1/14/2016,US DOLLAR,2016,January,196,196.5,197
1/13/2016,US DOLLAR,2016,January,196,196.5,197
01/12/2016,US DOLLAR,2016,January,196,196.5,197
01/11/2016,US DOLLAR,2016,January,196,196.5,197
01/08/2016,US DOLLAR,2016,January,196,196.5,197
01/07/2016,US DOLLAR,2016,January,196,196.5,197
01/06/2016,US DOLLAR,2016,January,196,196.5,197
01/05/2016,US DOLLAR,2016,January,196,196.5,197
01/04/2016,US DOLLAR,2016,January,196,196.5,197
12/31/2015,US DOLLAR,2015,December,196,196.5,197
12/30/2015,US DOLLAR,2015,December,196,196.5,197
12/29/2015,US DOLLAR,2015,December,196,196.5,197
12/23/2015,US DOLLAR,2015,December,196,196.5,197
12/22/2015,US DOLLAR,2015,December,196,196.5,197
12/21/2015,US DOLLAR,2015,December,196,196.5,197
12/18/2015,US DOLLAR,2015,December,196,196.5,197
12/17/2015,US DOLLAR,2015,December,195.97,196.47,196.97
12/16/2015,US DOLLAR,2015,December,195.97,196.47,196.97
12/15/2015,US DOLLAR,2015,December,195.97,196.47,196.97
12/14/2015,US DOLLAR,2015,December,196,196.5,197
12/11/2015,US DOLLAR,2015,December,196,196.5,197
12/10/2015,US DOLLAR,2015,December,195.97,196.47,196.97
12/09/2015,US DOLLAR,2015,December,195.97,196.47,196.97
12/08/2015,US DOLLAR,2015,December,195.97,196.47,196.97
12/07/2015,US DOLLAR,2015,December,196,196.5,197
12/04/2015,US DOLLAR,2015,December,195.97,196.47,196.97
12/03/2015,US DOLLAR,2015,December,196,196.5,197
12/02/2015,US DOLLAR,2015,December,195.97,196.47,196.97
12/01/2015,US DOLLAR,2015,December,195.97,196.47,196.97
11/30/2015,US DOLLAR,2015,November,196,196.5,197
11/27/2015,US DOLLAR,2015,November,196,196.5,197
11/26/2015,US DOLLAR,2015,November,196,196.5,197
11/25/2015,US DOLLAR,2015,November,196,196.5,197
11/24/2015,US DOLLAR,2015,November,196,196.5,197
11/23/2015,US DOLLAR,2015,November,196,196.5,197
11/20/2015,US DOLLAR,2015,November,196,196.5,197
11/19/2015,US DOLLAR,2015,November,196,196.5,197
11/18/2015,US DOLLAR,2015,November,195.97,196.47,196.97
11/17/2015,US DOLLAR,2015,November,195.97,196.47,196.97
11/16/2015,US DOLLAR,2015,November,196,196.5,197
11/13/2015,US DOLLAR,2015,November,196,196.5,197
11/12/2015,US DOLLAR,2015,November,196,196.5,197
11/11/2015,US DOLLAR,2015,November,195.98,196.48,196.98
11/10/2015,US DOLLAR,2015,November,195.98,196.48,196.98
11/09/2015,US DOLLAR,2015,November,195.98,196.48,196.98
11/06/2015,US DOLLAR,2015,November,196,196.5,197
11/05/2015,US DOLLAR,2015,November,196,196.5,197
11/04/2015,US DOLLAR,2015,November,195.98,196.48,196.98
11/03/2015,US DOLLAR,2015,November,195.98,196.48,196.98
11/02/2015,US DOLLAR,2015,October,195.98,196.48,196.98
10/30/2015,US DOLLAR,2015,October,196,196.5,197
10/29/2015,US DOLLAR,2015,October,196,196.5,197
10/28/2015,US DOLLAR,2015,October,195.97,196.47,196.97
10/27/2015,US DOLLAR,2015,October,195.97,196.47,196.97
10/26/2015,US DOLLAR,2015,October,195.97,196.47,196.97
10/23/2015,US DOLLAR,2015,October,196,196.5,197
10/22/2015,US DOLLAR,2015,October,196,196.5,197
10/21/2015,US DOLLAR,2015,October,195.98,196.48,196.98
10/20/2015,US DOLLAR,2015,October,195.98,196.48,196.98
10/19/2015,US DOLLAR,2015,October,196,196.5,197
10/16/2015,US DOLLAR,2015,October,196,196.5,197
10/15/2015,US DOLLAR,2015,October,196,196.5,197
10/14/2015,US DOLLAR,2015,October,195.98,196.48,196.98
10/13/2015,US DOLLAR,2015,October,195.98,196.48,196.98
10/12/2015,US DOLLAR,2015,October,195.98,196.48,196.98
10/09/2015,US DOLLAR,2015,October,196,196.5,197
10/08/2015,US DOLLAR,2015,October,196,196.5,197
10/07/2015,US DOLLAR,2015,October,196,196.5,197
10/06/2015,US DOLLAR,2015,October,196,196.5,197
10/05/2015,US DOLLAR,2015,October,196,196.5,197
10/02/2015,US DOLLAR,2015,October,195.95,196.45,196.95
9/30/2015,US DOLLAR,2015,September,195.95,196.45,196.95
9/29/2015,US DOLLAR,2015,September,196,196.5,197
9/28/2015,US DOLLAR,2015,September,196,196.5,197
9/23/2015,US DOLLAR,2015,September,196,196.5,197
9/22/2015,US DOLLAR,2015,September,196,196.5,197
9/21/2015,US DOLLAR,2015,September,196,196.5,197
9/18/2015,US DOLLAR,2015,September,196,196.5,197
9/17/2015,US DOLLAR,2015,September,196,196.5,197
9/16/2015,US DOLLAR,2015,September,196,196.5,197
9/15/2015,US DOLLAR,2015,September,196,196.5,197
9/14/2015,US DOLLAR,2015,September,196,196.5,197
09/11/2015,US DOLLAR,2015,September,196,196.5,197
09/10/2015,US DOLLAR,2015,September,196,196.5,197
09/09/2015,US DOLLAR,2015,September,196,196.5,197
09/08/2015,US DOLLAR,2015,September,196,196.5,197
09/07/2015,US DOLLAR,2015,September,196,196.5,197
09/04/2015,US DOLLAR,2015,September,196,196.5,197
09/03/2015,US DOLLAR,2015,September,196,196.5,197
09/02/2015,US DOLLAR,2015,September,196,196.5,197
09/01/2015,US DOLLAR,2015,September,196,196.5,197
8/31/2015,US DOLLAR,2015,August,196,196.5,197
8/28/2015,US DOLLAR,2015,August,196,196.5,197
8/27/2015,US DOLLAR,2015,August,196,196.5,197
8/26/2015,US DOLLAR,2015,August,196,196.5,197
8/25/2015,US DOLLAR,2015,August,196,196.5,197
8/24/2015,US DOLLAR,2015,August,196,196.5,197
8/21/2015,US DOLLAR,2015,August,196,196.5,197
8/20/2015,US DOLLAR,2015,August,196,196.5,197
8/19/2015,US DOLLAR,2015,August,196,196.5,197
8/18/2015,US DOLLAR,2015,August,196,196.5,197
8/17/2015,US DOLLAR,2015,August,196,196.5,197
8/14/2015,US DOLLAR,2015,August,196,196.5,197
8/13/2015,US DOLLAR,2015,August,196,196.5,197
08/12/2015,US DOLLAR,2015,August,196,196.5,197
08/11/2015,US DOLLAR,2015,August,196,196.5,197
08/10/2015,US DOLLAR,2015,August,196,196.5,197
08/07/2015,US DOLLAR,2015,August,196,196.5,197
08/06/2015,US DOLLAR,2015,August,196,196.5,197
08/05/2015,US DOLLAR,2015,August,196,196.5,197
08/04/2015,US DOLLAR,2015,August,196,196.5,197
08/03/2015,US DOLLAR,2015,August,196,196.5,197
7/31/2015,US DOLLAR,2015,July,196,196.5,197
7/30/2015,US DOLLAR,2015,July,196,196.5,197
7/29/2015,US DOLLAR,2015,July,196,196.5,197
7/28/2015,US DOLLAR,2015,July,196,196.5,197
7/27/2015,US DOLLAR,2015,July,196,196.5,197
7/24/2015,US DOLLAR,2015,July,196,196.5,197
7/23/2015,US DOLLAR,2015,July,196,196.5,197
7/22/2015,US DOLLAR,2015,July,196,196.5,197
7/21/2015,US DOLLAR,2015,July,196,196.5,197
7/16/2015,US DOLLAR,2015,July,195.95,196.45,196.95
7/15/2015,US DOLLAR,2015,July,195.95,196.45,196.95
7/14/2015,US DOLLAR,2015,July,195.95,196.45,196.95
7/13/2015,US DOLLAR,2015,July,195.95,196.45,196.95
07/10/2015,US DOLLAR,2015,July,195.95,196.45,196.95
07/09/2015,US DOLLAR,2015,July,195.95,196.45,196.95
07/08/2015,US DOLLAR,2015,July,195.95,196.45,196.95
07/07/2015,US DOLLAR,2015,July,195.95,196.45,196.95
07/06/2015,US DOLLAR,2015,July,195.95,196.45,196.95
07/03/2015,US DOLLAR,2015,July,195.95,196.45,196.95
07/02/2015,US DOLLAR,2015,July,195.95,196.45,196.95
07/01/2015,US DOLLAR,2015,July,195.95,196.45,196.95
6/30/2015,US DOLLAR,2015,June,195.95,196.45,196.95
6/29/2015,US DOLLAR,2015,June,195.9,196.45,196.95
6/26/2015,US DOLLAR,2015,June,195.9,196.4,196.9
6/25/2015,US DOLLAR,2015,June,195.9,196.4,196.9
6/24/2015,US DOLLAR,2015,June,195.9,196.4,196.9
6/23/2015,US DOLLAR,2015,June,195.9,196.4,196.9
6/22/2015,US DOLLAR,2015,June,195.9,196.4,196.9
6/19/2015,US DOLLAR,2015,June,195.9,196.4,196.9
6/18/2015,US DOLLAR,2015,June,195.9,196.4,196.9
6/17/2015,US DOLLAR,2015,June,195.9,196.4,196.9
6/16/2015,US DOLLAR,2015,June,195.9,196.4,196.9
6/15/2015,US DOLLAR,2015,June,195.9,196.4,196.9
06/12/2015,US DOLLAR,2015,June,195.9,196.4,196.9
06/11/2015,US DOLLAR,2015,June,195.9,196.4,196.9
06/10/2015,US DOLLAR,2015,June,195.9,196.4,196.9
06/09/2015,US DOLLAR,2015,June,195.9,196.4,196.9
06/08/2015,US DOLLAR,2015,June,195.9,196.4,196.9
06/05/2015,US DOLLAR,2015,June,195.95,196.45,196.95
06/04/2015,US DOLLAR,2015,June,195.95,196.45,196.95
06/03/2015,US DOLLAR,2015,June,195.95,196.45,196.95
06/02/2015,US DOLLAR,2015,June,195.95,196.45,196.95
06/01/2015,US DOLLAR,2015,June,195.95,196.45,196.95
5/28/2015,US DOLLAR,2015,May,196,196.5,197
5/27/2015,US DOLLAR,2015,May,196,196.5,197
5/26/2015,US DOLLAR,2015,May,196,196.5,197
5/25/2015,US DOLLAR,2015,May,196,196.5,197
5/22/2015,US DOLLAR,2015,May,196,196.5,197
5/21/2015,US DOLLAR,2015,May,196,196.5,197
5/20/2015,US DOLLAR,2015,May,196,196.5,197
5/19/2015,US DOLLAR,2015,May,196,196.5,197
5/18/2015,US DOLLAR,2015,May,196,196.5,197
5/15/2015,US DOLLAR,2015,May,196,196.5,197
5/14/2015,US DOLLAR,2015,May,196,196.5,197
5/13/2015,US DOLLAR,2015,May,196,196.5,197
05/12/2015,US DOLLAR,2015,May,196,196.5,197
05/11/2015,US DOLLAR,2015,May,196,196.5,197
05/08/2015,US DOLLAR,2015,May,196,196.5,197
05/07/2015,US DOLLAR,2015,May,196,196.5,197
05/06/2015,US DOLLAR,2015,May,196,196.5,197
05/05/2015,US DOLLAR,2015,May,196,196.5,197
05/04/2015,US DOLLAR,2015,May,196,196.5,197
4/30/2015,US DOLLAR,2015,April,196,196.5,197
4/29/2015,US DOLLAR,2015,April,196,196.5,197
4/28/2015,US DOLLAR,2015,April,196,196.5,197
4/27/2015,US DOLLAR,2015,April,196,196.5,197
4/24/2015,US DOLLAR,2015,April,196,196.5,197
4/23/2015,US DOLLAR,2015,April,196,196.5,197
4/22/2015,US DOLLAR,2015,April,196,196.5,197
4/21/2015,US DOLLAR,2015,April,196,196.5,197
4/20/2015,US DOLLAR,2015,April,196,196.5,197
4/16/2015,US DOLLAR,2015,April,196,196.5,197
4/15/2015,US DOLLAR,2015,April,196,196.5,197
4/14/2015,US DOLLAR,2015,April,196,196.5,197
4/13/2015,US DOLLAR,2015,April,196,196.5,197
04/10/2015,US DOLLAR,2015,April,196,196.5,197
04/09/2015,US DOLLAR,2015,April,196,196.5,197
04/08/2015,US DOLLAR,2015,April,196,196.5,197
04/07/2015,US DOLLAR,2015,April,196,196.5,197
04/02/2015,US DOLLAR,2015,April,196,196.5,197
04/01/2015,US DOLLAR,2015,April,196,196.5,197
3/31/2015,US DOLLAR,2015,March,196,196.5,197
3/30/2015,US DOLLAR,2015,March,196,196.5,197
3/27/2015,US DOLLAR,2015,March,196,196.5,197
3/26/2015,US DOLLAR,2015,March,196,196.5,197
3/25/2015,US DOLLAR,2015,March,196,196.5,197
3/24/2015,US DOLLAR,2015,March,196,196.5,197
3/23/2015,US DOLLAR,2015,March,196,196.5,197
3/20/2015,US DOLLAR,2015,March,196,196.5,197
3/19/2015,US DOLLAR,2015,March,196,196.5,197
3/18/2015,US DOLLAR,2015,March,196,196.5,197
3/17/2015,US DOLLAR,2015,March,196,196.5,197
3/16/2015,US DOLLAR,2015,March,196,196.5,197
3/13/2015,US DOLLAR,2015,March,196,196.5,197
03/12/2015,US DOLLAR,2015,March,196,196.5,197
03/11/2015,US DOLLAR,2015,March,196,196.5,197
03/10/2015,US DOLLAR,2015,March,196,196.5,197
03/09/2015,US DOLLAR,2015,March,196,196.5,197
03/06/2015,US DOLLAR,2015,March,196,196.5,197
03/05/2015,US DOLLAR,2015,March,196,196.5,197
03/04/2015,US DOLLAR,2015,March,196,196.5,197
03/03/2015,US DOLLAR,2015,March,196.8,197.3,197.8
03/02/2015,US DOLLAR,2015,March,196.8,197.3,197.8
2/27/2015,US DOLLAR,2015,February,197,197.5,198
2/26/2015,US DOLLAR,2015,February,197,197.5,198
2/25/2015,US DOLLAR,2015,February,197,197.5,198
2/24/2015,US DOLLAR,2015,February,197,197.5,198
2/23/2015,US DOLLAR,2015,February,198,198.5,199
2/20/2015,US DOLLAR,2015,February,198,198.5,199
2/19/2015,US DOLLAR,2015,February,198,198.5,199
2/18/2015,US DOLLAR,2015,February,167,167.5,168
2/17/2015,US DOLLAR,2015,February,167,167.5,168
2/16/2015,US DOLLAR,2015,February,167,167.5,168
2/13/2015,US DOLLAR,2015,February,167,167.5,168
02/12/2015,US DOLLAR,2015,February,167,167.5,168
02/11/2015,US DOLLAR,2015,February,167,167.5,168
02/10/2015,US DOLLAR,2015,February,167,167.5,168
02/09/2015,US DOLLAR,2015,February,167,167.5,168
02/06/2015,US DOLLAR,2015,February,167,167.5,168
02/05/2015,US DOLLAR,2015,February,167,167.5,168
02/04/2015,US DOLLAR,2015,February,167,167.5,168
02/03/2015,US DOLLAR,2015,February,167,167.5,168
02/02/2015,US DOLLAR,2015,January,167,167.5,168
1/30/2015,US DOLLAR,2015,January,167,167.5,168
1/29/2015,US DOLLAR,2015,January,167,167.5,168
1/28/2015,US DOLLAR,2015,January,167,167.5,168
1/27/2015,US DOLLAR,2015,January,167,167.5,168
1/26/2015,US DOLLAR,2015,January,167,167.5,168
1/23/2015,US DOLLAR,2015,January,167,167.5,168
1/22/2015,US DOLLAR,2015,January,167,167.5,168
1/21/2015,US DOLLAR,2015,January,167,167.5,168
1/20/2015,US DOLLAR,2015,January,167,167.5,168
1/19/2015,US DOLLAR,2015,January,167,167.5,168
1/16/2015,US DOLLAR,2015,January,167,167.5,168
1/15/2015,US DOLLAR,2015,January,167,167.5,168
1/14/2015,US DOLLAR,2015,January,167,167.5,168
1/13/2015,US DOLLAR,2015,January,167,167.5,168
01/12/2015,US DOLLAR,2015,January,167,167.5,168
01/09/2015,US DOLLAR,2015,January,167,167.5,168
01/08/2015,US DOLLAR,2015,January,167,167.5,168
01/07/2015,US DOLLAR,2015,January,167,167.5,168
01/06/2015,US DOLLAR,2015,January,167,167.5,168
01/05/2015,US DOLLAR,2015,January,167,167.5,168
12/31/2014,US DOLLAR,2014,December,167,167.5,168
12/30/2014,US DOLLAR,2014,December,167,167.5,168
12/29/2014,US DOLLAR,2014,December,167,167.5,168
12/24/2014,US DOLLAR,2014,December,167,167.5,168
12/23/2014,US DOLLAR,2014,December,167,167.5,168
12/22/2014,US DOLLAR,2014,December,167,167.5,168
12/19/2014,US DOLLAR,2014,December,167,167.5,168
12/18/2014,US DOLLAR,2014,December,167,167.5,168
12/17/2014,US DOLLAR,2014,December,167,167.5,168
12/15/2014,US DOLLAR,2014,December,167,167.5,168
12/12/2014,US DOLLAR,2014,December,167,167.5,168
12/11/2014,US DOLLAR,2014,December,167,167.5,168
12/10/2014,US DOLLAR,2014,December,167,167.5,168
12/09/2014,US DOLLAR,2014,December,167,167.5,168
12/08/2014,US DOLLAR,2014,December,167,167.5,168
12/05/2014,US DOLLAR,2014,December,167,167.5,168
12/04/2014,US DOLLAR,2014,December,167,167.5,168
12/03/2014,US DOLLAR,2014,December,167,167.5,168
12/02/2014,US DOLLAR,2014,December,167,167.5,168
12/01/2014,US DOLLAR,2014,December,167,167.5,168
11/28/2014,US DOLLAR,2014,December,164,164.5,165
11/27/2014,US DOLLAR,2014,November,164,164.5,165
11/26/2014,US DOLLAR,2014,November,164,164.5,165
11/25/2014,US DOLLAR,2014,November,161.5,162,162.5
11/24/2014,US DOLLAR,2014,November,161.5,162,162.5
11/21/2014,US DOLLAR,2014,November,157.41,157.91,158.41
11/20/2014,US DOLLAR,2014,November,157.41,157.91,158.41
11/19/2014,US DOLLAR,2014,November,157.41,157.91,158.41
11/18/2014,US DOLLAR,2014,November,155.59,156.09,156.59
11/17/2014,US DOLLAR,2014,November,155.59,156.09,156.59
11/14/2014,US DOLLAR,2014,November,155.39,155.89,156.39
11/13/2014,US DOLLAR,2014,November,155.39,155.89,156.39
11/12/2014,US DOLLAR,2014,November,155.39,155.89,156.39
11/11/2014,US DOLLAR,2014,November,154.85,155.35,155.85
11/10/2014,US DOLLAR,2014,November,154.85,155.35,155.85
11/07/2014,US DOLLAR,2014,November,154.8,155.3,155.8
11/06/2014,US DOLLAR,2014,November,154.8,155.3,155.8
11/05/2014,US DOLLAR,2014,November,154.8,155.3,155.8
11/04/2014,US DOLLAR,2014,November,154.78,155.28,155.78
11/03/2014,US DOLLAR,2014,October,154.78,155.28,155.78
10/31/2014,US DOLLAR,2014,October,154.76,155.26,155.76
10/30/2014,US DOLLAR,2014,October,154.76,155.26,155.76
10/29/2014,US DOLLAR,2014,October,154.76,155.26,155.76
10/28/2014,US DOLLAR,2014,October,154.76,155.26,155.76
10/27/2014,US DOLLAR,2014,October,154.76,155.26,155.76
10/24/2014,US DOLLAR,2014,October,154.76,155.26,155.76
10/23/2014,US DOLLAR,2014,October,154.76,155.26,155.76
10/22/2014,US DOLLAR,2014,October,154.76,155.26,155.76
10/21/2014,US DOLLAR,2014,October,154.76,155.26,155.76
10/20/2014,US DOLLAR,2014,October,154.76,155.26,155.76
10/17/2014,US DOLLAR,2014,October,154.76,155.26,155.76
10/16/2014,US DOLLAR,2014,October,154.76,155.26,155.76
10/15/2014,US DOLLAR,2014,October,154.76,155.26,155.76
10/14/2014,US DOLLAR,2014,October,154.75,155.25,155.75
10/13/2014,US DOLLAR,2014,October,154.75,155.25,155.75
10/10/2014,US DOLLAR,2014,October,154.75,155.25,155.75
10/09/2014,US DOLLAR,2014,October,154.75,155.25,155.75
10/08/2014,US DOLLAR,2014,October,154.75,155.25,155.75
10/03/2014,US DOLLAR,2014,October,154.75,155.25,155.75
10/02/2014,US DOLLAR,2014,September,154.75,155.25,155.75
9/30/2014,US DOLLAR,2014,September,154.75,155.25,155.75
9/29/2014,US DOLLAR,2014,September,154.75,155.25,155.75
9/26/2014,US DOLLAR,2014,September,154.75,155.25,155.75
9/25/2014,US DOLLAR,2014,September,154.75,155.25,155.75
9/24/2014,US DOLLAR,2014,September,154.75,155.25,155.75
9/23/2014,US DOLLAR,2014,September,154.75,155.25,155.75
9/22/2014,US DOLLAR,2014,September,154.75,155.25,155.75
9/19/2014,US DOLLAR,2014,September,154.75,155.25,155.75
9/18/2014,US DOLLAR,2014,September,154.75,155.25,155.75
9/17/2014,US DOLLAR,2014,September,154.75,155.25,155.75
9/16/2014,US DOLLAR,2014,September,154.75,155.25,155.75
9/15/2014,US DOLLAR,2014,September,154.75,155.25,155.75
09/12/2014,US DOLLAR,2014,September,154.74,155.24,155.74
09/11/2014,US DOLLAR,2014,September,154.74,155.24,155.74
09/10/2014,US DOLLAR,2014,September,154.74,155.24,155.74
09/09/2014,US DOLLAR,2014,September,154.74,155.24,155.74
09/08/2014,US DOLLAR,2014,September,154.74,155.24,155.74
09/05/2014,US DOLLAR,2014,September,154.73,155.23,155.73
09/04/2014,US DOLLAR,2014,September,154.73,155.23,155.73
09/03/2014,US DOLLAR,2014,September,154.73,155.23,155.73
09/02/2014,US DOLLAR,2014,September,154.73,155.23,155.73
09/01/2014,US DOLLAR,2014,September,154.73,155.23,155.73
8/29/2014,US DOLLAR,2014,August,154.73,155.23,155.73
8/28/2014,US DOLLAR,2014,August,154.73,155.23,155.73
8/27/2014,US DOLLAR,2014,August,154.73,155.23,155.73
8/26/2014,US DOLLAR,2014,August,154.73,155.23,155.73
8/25/2014,US DOLLAR,2014,August,154.73,155.23,155.73
8/22/2014,US DOLLAR,2014,August,154.73,155.23,155.73
8/21/2014,US DOLLAR,2014,August,154.73,155.23,155.73
8/20/2014,US DOLLAR,2014,August,154.73,155.23,155.73
8/19/2014,US DOLLAR,2014,August,154.73,155.23,155.73
8/18/2014,US DOLLAR,2014,August,154.73,155.23,155.73
8/15/2014,US DOLLAR,2014,August,154.73,155.23,155.73
8/14/2014,US DOLLAR,2014,August,154.73,155.23,155.73
8/13/2014,US DOLLAR,2014,August,154.73,155.23,155.73
08/12/2014,US DOLLAR,2014,August,154.73,155.23,155.73
08/11/2014,US DOLLAR,2014,August,154.73,155.23,155.73
08/08/2014,US DOLLAR,2014,August,154.73,155.23,155.73
08/07/2014,US DOLLAR,2014,August,154.73,155.23,155.73
08/06/2014,US DOLLAR,2014,August,154.73,155.23,155.73
08/05/2014,US DOLLAR,2014,August,154.73,155.23,155.73
08/04/2014,US DOLLAR,2014,August,154.73,155.23,155.73
08/01/2014,US DOLLAR,2014,August,154.73,155.23,155.73
7/31/2014,US DOLLAR,2014,July,154.73,155.23,155.73
7/30/2014,US DOLLAR,2014,July,154.73,155.23,155.73
7/25/2014,US DOLLAR,2014,July,154.73,155.23,155.73
7/24/2014,US DOLLAR,2014,July,154.73,155.23,155.73
7/23/2014,US DOLLAR,2014,July,154.73,155.23,155.73
7/22/2014,US DOLLAR,2014,July,154.73,155.23,155.73
7/21/2014,US DOLLAR,2014,July,154.73,155.23,155.73
7/18/2014,US DOLLAR,2014,July,154.73,155.23,155.73
7/17/2014,US DOLLAR,2014,July,154.73,155.23,155.73
7/16/2014,US DOLLAR,2014,July,154.73,155.23,155.73
7/15/2014,US DOLLAR,2014,July,154.73,155.23,155.73
7/14/2014,US DOLLAR,2014,July,154.73,155.23,155.73
